age,Valore Reale,Valore Predetto,club_name,player_name,position,club_involved_name,season
18.0,0.59,8.920134,SSC Napoli,Leandrinho,Left Winger,Ponte Preta,2016/2017
24.0,4.0,2.3045943,Parma FC,Dorlan Pabón,Right Winger,Atl. Nacional,2012/2013
24.0,2.5,4.235376,ESTAC Troyes,Rominigue Kouamé,Central Midfield,LOSC Lille,2021/2022
25.0,2.0,5.0466094,FC Empoli,Nicolas Haas,Central Midfield,Atalanta BC,2021/2022
25.0,0.5,2.7006729,SC Heerenveen,Warner Hahn,Goalkeeper,Feyenoord,2017/2018
27.0,1.2,1.9674302,CA Osasuna,Miguel de las Cuevas,Right Winger,Sporting Gijón,2013/2014
25.0,8.0,9.347278,AC Milan,Kévin Constant,Central Midfield,Genoa,2012/2013
21.0,16.0,3.2701418,US Sassuolo,Hamed Junior Traorè,Attacking Midfield,FC Empoli,2021/2022
28.0,2.5,9.74253,FC Augsburg,Florian Niederlechner,Centre-Forward,SC Freiburg,2019/2020
20.0,0.3,0.70520246,Heracles Almelo,Iliass Bel Hassani,Attacking Midfield,Sparta R.,2013/2014
22.0,2.5,3.081919,Lokomotiv Moscow,Marko Rakonjac,Centre-Forward,Cukaricki,2022/2023
23.0,0.325,1.6002338,Willem II Tilburg,Leeroy Owusu,Right-Back,De Graafschap,2020/2021
20.0,0.55,2.6383011,SC Heerenveen,Joey Veerman,Central Midfield,FC Volendam,2019/2020
20.0,1.5,1.1623907,Feyenoord Rotterdam,Renato Tapia,Defensive Midfield,Twente FC,2015/2016
25.0,1.0,3.385101,Dijon FCO,Alfred Gomis,Goalkeeper,SPAL,2019/2020
21.0,1.0,6.026744,Celta de Vigo,Julen Lobete,Centre-Forward,Real Sociedad B,2022/2023
19.0,15.2,12.972345,Manchester City,Matija Nastasić,Centre-Back,Fiorentina,2012/2013
20.0,25.0,6.808128,Zenit St. Petersburg,Yuri Alberto,Centre-Forward,Internacional,2021/2022
28.0,8.0,2.0562851,FK Krasnodar,Júnior Alonso,Centre-Back,Atlético-MG,2021/2022
21.0,0.5,2.3181617,Spezia Calcio,Leandro Sanca,Right Winger,Braga B,2021/2022
31.0,0.55,1.2030599,Vitesse Arnhem,Theo Janssen,Central Midfield,Ajax,2012/2013
29.0,40.0,22.494598,FC Barcelona,Paulinho,Central Midfield,GZ Evergrande,2017/2018
22.0,0.5,3.3596923,FK Ufa,Vyacheslav Krotov,Centre-Forward,Spartak Moscow,2015/2016
22.0,3.0,6.516292,Stoke City,Brek Shea,Left Midfield,Dallas,2012/2013
30.0,4.5,5.746716,Brighton & Hove Albion,Markus Suttner,Left-Back,FC Ingolstadt,2017/2018
21.0,0.4,2.5842273,PEC Zwolle,Sam Kersten,Centre-Back,FC Den Bosch,2019/2020
25.0,12.0,6.3936462,Athletic Bilbao,Álex Berenguer,Right Winger,Torino,2020/2021
28.0,12.5,15.423701,Bayer 04 Leverkusen,Sven Bender,Defensive Midfield,Bor. Dortmund,2017/2018
25.0,47.0,32.854404,Liverpool FC,Luis Díaz,Left Winger,FC Porto,2021/2022
24.0,0.11,2.289872,Rotor Volgograd,Igor Obukhov,Goalkeeper,SKA Khabarovsk,2020/2021
21.0,6.0,24.73016,Real Madrid,Casemiro,Defensive Midfield,São Paulo,2013/2014
27.0,0.6,3.4406145,Getafe CF,Leandro Cabrera,Centre-Back,Crotone,2018/2019
20.0,12.0,5.1806107,Olympique Marseille,Florian Thauvin,Right Winger,LOSC Lille,2013/2014
20.0,3.6,5.2814775,Hull City,Andrew Robertson,Left-Back,Dundee United,2014/2015
21.0,0.5,2.5118902,FK Rostov,Ayaz Guliev,Central Midfield,Spartak 2,2018/2019
31.0,3.75,20.737673,Manchester City,Maicon,Right-Back,Inter,2012/2013
21.0,5.0,3.530074,1.FSV Mainz 05,Abdou Diallo,Centre-Back,Monaco,2017/2018
25.0,3.3,1.6165432,Terek Grozny,Ismail Aissati,Attacking Midfield,Antalyaspor,2013/2014
26.0,5.6,6.773402,Swansea City,Leroy Fer,Defensive Midfield,QPR,2016/2017
23.0,2.73,3.04831,US Salernitana 1919,Mikael,Centre-Forward,Sport Recife,2022/2023
21.0,0.5,0.7804271,Rayo Vallecano,Johan Mojica,Left-Back,Deportivo Cali,2014/2015
26.0,24.5,12.394936,Sevilla FC,Luis Muriel,Centre-Forward,Sampdoria,2017/2018
27.0,0.5,1.2438768,AS Nancy-Lorraine,Sergey Chernik,Goalkeeper,BATE Borisov,2016/2017
22.0,2.0,5.2113676,Angers SCO,Baptiste Guillaume,Centre-Forward,LOSC Lille,2017/2018
23.0,3.0,4.039754,FK Krasnodar,Kaio,Centre-Back,Santa Clara,2019/2020
22.0,0.55,1.1024204,Twente Enschede FC,Torgeir Börven,Centre-Forward,Vålerenga,2013/2014
22.0,3.2,13.006299,Eintracht Frankfurt,Haris Seferovic,Centre-Forward,Real Sociedad,2014/2015
25.0,2.1,2.034993,FC Toulouse,Óscar Trejo,Attacking Midfield,Sporting Gijón,2013/2014
25.0,1.5,2.997503,RC Strasbourg Alsace,Idriss Saadi,Centre-Forward,Cardiff,2017/2018
21.0,5.0,2.616048,OGC Nice,Wylan Cyprien,Central Midfield,Lens,2016/2017
28.0,0.7,2.4220865,CA Osasuna,Jonás Ramalho,Centre-Back,Girona,2021/2022
22.0,6.5,2.2885644,US Salernitana 1919,Éderson,Central Midfield,Corinthians,2021/2022
23.0,32.0,31.244493,Real Madrid,Asier Illarramendi,Defensive Midfield,Real Sociedad,2013/2014
21.0,18.0,18.780085,RB Leipzig,Ademola Lookman,Left Winger,Everton,2019/2020
26.0,64.5,29.006994,Paris Saint-Germain,Edinson Cavani,Centre-Forward,SSC Napoli,2013/2014
22.0,11.3,12.055772,Newcastle United,Jacob Murphy,Right Winger,Norwich,2017/2018
22.0,3.0,3.031757,Spezia Calcio,Dimitrios Nikolaou,Centre-Back,FC Empoli,2021/2022
20.0,0.7,3.3807418,Bologna FC 1909,Lassi Lappalainen,Left Winger,HJK Helsinki,2019/2020
23.0,2.5,2.828388,Rubin Kazan,In-beom Hwang,Central Midfield,Vancouver,2020/2021
22.0,32.0,7.059838,Olympique Marseille,Vitinha,Centre-Forward,SC Braga,2022/2023
21.0,3.0,6.2425647,SPAL,Igor,Centre-Back,RB Salzburg,2019/2020
22.0,0.35,2.77999,PEC Zwolle,Clint Leemans,Central Midfield,VVV-Venlo,2018/2019
18.0,0.25,2.6918848,Arsenal Tula,Lameck Banda,Right Winger,ZESCO United FC,2019/2020
18.0,8.5,8.666949,Manchester City,Filip Stevanovic,Left Winger,Partizan,2020/2021
29.0,0.5,5.787273,SM Caen,Prince Oniangué,Defensive Midfield,Wolves,2018/2019
25.0,0.3,1.7204478,SC Braga,Tiago Esgaio,Right-Back,B SAD,2021/2022
23.0,2.3,4.901093,SL Benfica,Guillermo Celis,Defensive Midfield,Junior FC,2016/2017
26.0,1.5,1.6409653,Stade Reims,Eliran Atar,Left Winger,M. Tel Aviv,2013/2014
21.0,4.0,3.6809142,Stade Reims,Kaj Sierhuis,Centre-Forward,Ajax U21,2019/2020
19.0,3.0,15.904126,Bayern Munich,Fiete Arp,Centre-Forward,Hamburger SV,2019/2020
21.0,1.83,7.202958,Granada CF,Jhon Córdoba,Centre-Forward,Chiapas FC,2014/2015
20.0,1.5,4.743501,FC Internazionale,Francesco Bardi,Goalkeeper,AS Livorno,2012/2013
31.0,2.0,0.7884332,AC Cesena,Federico Agliardi,Goalkeeper,Bologna,2014/2015
20.0,9.0,5.0954385,VfB Stuttgart,Pablo Maffeo,Right-Back,Man City,2018/2019
19.0,7.5,1.9980779,Sporting CP,Ousmane Diomande,Centre-Back,FC Midtjylland,2022/2023
29.0,1.0,1.7496804,Cagliari Calcio,Gregory van der Wiel,Right-Back,Fenerbahce,2017/2018
25.0,0.75,3.0264618,SpVgg Greuther Fürth,Jeremy Dudziak,Attacking Midfield,Hamburger SV,2021/2022
29.0,1.5,2.2554939,Spezia Calcio,Jeroen Zoet,Goalkeeper,PSV Eindhoven,2020/2021
27.0,15.0,9.487943,Stade Rennais FC,Gaëtan Laborde,Centre-Forward,Montpellier,2021/2022
25.0,4.0,2.6214945,Bologna FC 1909,Michel Aebischer,Central Midfield,BSC Young Boys,2022/2023
21.0,4.2,2.4778512,Dynamo Moscow,Nicolás Marichal,Centre-Back,Nacional,2022/2023
22.0,2.0,6.1111317,Stade Rennais FC,Romain Del Castillo,Right Winger,Olympique Lyon,2018/2019
24.0,3.0,2.2858422,AS Saint-Étienne,Léo Lacroix,Centre-Back,FC Sion,2016/2017
27.0,0.3,1.6861876,FC Groningen,Andraz Kirm,Central Midfield,Wisla Kraków,2012/2013
21.0,60.0,36.749847,Manchester City,Erling Haaland,Centre-Forward,Bor. Dortmund,2022/2023
22.0,1.0,7.4989915,LOSC Lille,Junior Tallo,Centre-Forward,AS Roma,2015/2016
21.0,0.75,1.2372941,AS Livorno,Saulo Decarli,Centre-Back,FC Chiasso,2013/2014
21.0,0.6,1.7056612,Feyenoord Rotterdam,Harmeet Singh,Central Midfield,Vålerenga,2012/2013
30.0,3.6,9.353966,Fulham FC,Bernd Leno,Goalkeeper,Arsenal,2022/2023
22.0,0.5,1.5626487,FC Metz,Ferjani Sassi,Central Midfield,CS Sfaxien,2014/2015
24.0,4.0,6.5241,Zenit St. Petersburg,Daler Kuzyaev,Central Midfield,Akhmat Grozny,2017/2018
29.0,12.0,5.885257,Lokomotiv Moscow,Grzegorz Krychowiak,Defensive Midfield,Paris SG,2019/2020
20.0,1.5,6.1305017,AS Roma,Giammario Piscitella,Left Winger,Pescara,2013/2014
29.0,0.6,1.1566156,FC Nantes,Oswaldo Vizcarrondo,Centre-Back,América,2013/2014
27.0,11.9,6.1488447,UC Sampdoria,Manolo Gabbiadini,Centre-Forward,Southampton,2018/2019
21.0,0.4,4.834967,SL Benfica,Pedro Nuno,Left Winger,Coimbra,2016/2017
24.0,4.0,3.04831,Hertha BSC,Wilfried Kanga,Centre-Forward,BSC Young Boys,2022/2023
20.0,10.0,6.5690312,OGC Nice,Allan Saint-Maximin,Left Winger,Monaco,2017/2018
20.0,5.0,11.211595,Inter Milan,Federico Dimarco,Centre-Back,FC Sion,2018/2019
29.0,7.0,3.0174344,Dinamo Moscow,Mathieu Valbuena,Attacking Midfield,Marseille,2014/2015
27.0,0.25,1.9702189,Anzhi Makhachkala ( -2022),Ivan Maevskiy,Defensive Midfield,Zawisza,2015/2016
25.0,4.0,3.2720125,SD Eibar,Paulo Oliveira,Centre-Back,Sporting CP,2017/2018
18.0,3.0,1.7892401,Hamburger SV,Rick van Drongelen,Centre-Back,Sparta R.,2017/2018
23.0,0.5,6.4289103,Eintracht Frankfurt,Marius Wolf,Right Winger,Hannover 96,2018/2019
26.0,10.5,7.562267,Queens Park Rangers,Loïc Rémy,Centre-Forward,Marseille,2012/2013
27.0,1.5,2.7363408,SD Eibar,Alejandro Gálvez,Centre-Back,Werder Bremen,2016/2017
22.0,20.0,10.334879,AC Milan,Mario Balotelli,Centre-Forward,Man City,2012/2013
25.0,16.6,16.647337,Tottenham Hotspur,Pierre-Emile Höjbjerg,Central Midfield,Southampton,2020/2021
22.0,0.3,1.617399,AC Cesena,Zé Eduardo,Defensive Midfield,Parma,2014/2015
22.0,0.168,2.8869498,FK Rostov,Roman Tugarev,Left Winger,Loko Moscow,2020/2021
18.0,1.7,4.739852,Watford FC,Ben Wilmot,Centre-Back,Stevenage,2018/2019
25.0,5.3,10.708799,AC Milan,Giacomo Bonaventura,Central Midfield,Atalanta BC,2014/2015
29.0,2.5,6.3328924,Huddersfield Town,Jonas Lössl,Goalkeeper,1.FSV Mainz 05,2018/2019
25.0,2.5,4.5271287,Amiens SC,Eddy Gnahoré,Central Midfield,Palermo,2019/2020
25.0,19.0,11.285879,AC Milan,Diego Laxalt,Left-Back,Genoa,2018/2019
31.0,11.3,33.93132,Arsenal FC,Jorginho,Defensive Midfield,Chelsea,2022/2023
27.0,11.7,10.070185,Ajax Amsterdam,Davy Klaassen,Attacking Midfield,Werder Bremen,2020/2021
27.0,6.0,5.9171295,SL Benfica,Soualiho Meïté,Central Midfield,Torino,2021/2022
31.0,1.0,1.5632515,Cádiz CF,Rubén Alcaraz,Central Midfield,Real Valladolid,2022/2023
21.0,0.3,5.335283,Villarreal CF,Aleksandar Pantic,Centre-Back,Red Star,2013/2014
31.0,0.75,5.0518274,Spartak Moscow,João Carlos,Centre-Back,Anzhi,2013/2014
20.0,17.0,8.694461,AS Monaco,Myron Boadu,Centre-Forward,AZ Alkmaar,2021/2022
21.0,3.5,2.8497431,RC Lens,Facundo Medina,Centre-Back,CA Talleres,2020/2021
24.0,46.5,22.595009,Liverpool FC,Christian Benteke,Centre-Forward,Aston Villa,2015/2016
30.0,2.0,4.1129255,Atalanta BC,Mauricio Pinilla,Centre-Forward,Genoa,2015/2016
27.0,6.7,10.410581,Swansea City,Éder,Centre-Forward,SC Braga,2015/2016
19.0,1.0,5.1327963,UC Sampdoria,Matteo Stoppa,Second Striker,Juventus,2020/2021
22.0,4.0,2.8804657,FC Lorient,Ibrahima Koné,Centre-Forward,Sarpsborg 08,2021/2022
24.0,0.25,1.906657,Anzhi Makhachkala ( -2022),Bernard Berisha,Left Winger,KF Skënderbeu,2015/2016
20.0,7.1,2.98479,UC Sampdoria,Ronaldo Vieira,Central Midfield,Leeds,2018/2019
26.0,35.0,30.321009,Real Madrid,Thibaut Courtois,Goalkeeper,Chelsea,2018/2019
25.0,4.0,4.0688696,Hellas Verona,Giangiacomo Magnani,Centre-Back,Sassuolo,2021/2022
18.0,4.5,10.045879,AS Roma,Nicolò Zaniolo,Right Winger,Inter,2018/2019
26.0,4.5,5.1927776,SC Freiburg,Daniel-Kofi Kyereh,Attacking Midfield,FC St. Pauli,2022/2023
23.0,3.0,4.429386,FC Nantes,Lucas Evangelista,Central Midfield,Udinese Calcio,2018/2019
26.0,8.0,2.5486205,Spartak Moscow,Denis Glushakov,Central Midfield,Loko Moscow,2013/2014
23.0,5.0,6.827917,Real Sociedad,Juanmi,Left Winger,Southampton,2016/2017
31.0,0.6,1.8854117,Real Betis Balompié,Foued Kadir,Attacking Midfield,Marseille,2015/2016
19.0,0.1,3.3884137,FC Augsburg,Arne Engels,Central Midfield,Club NXT,2022/2023
21.0,1.83,3.7919385,Vitesse Arnhem,Nikolai Baden Frederiksen,Centre-Forward,Juventus U23,2021/2022
18.0,0.06,1.5835901,1.FSV Mainz 05,Marin Sverko,Centre-Back,Karlsruhe U19,2016/2017
23.0,8.15,14.526064,Tottenham Hotspur,Nacer Chadli,Left Winger,Twente FC,2013/2014
19.0,8.0,1.6223342,PSV Eindhoven,Adam Maher,Defensive Midfield,AZ Alkmaar,2013/2014
24.0,1.8,3.4080698,Levante UD,Deyverson,Centre-Forward,Belenenses,2015/2016
19.0,7.5,4.822628,Bayer 04 Leverkusen,Jonathan Tah,Centre-Back,Hamburger SV,2015/2016
27.0,23.0,11.924015,Everton FC,Morgan Schneiderlin,Defensive Midfield,Man Utd,2016/2017
31.0,4.5,3.1027205,VfL Wolfsburg,Dante,Centre-Back,Bayern Munich,2015/2016
21.0,21.0,12.860556,AS Roma,Amadou Diawara,Defensive Midfield,SSC Napoli,2019/2020
28.0,20.0,12.541881,West Ham United,Andriy Yarmolenko,Right Winger,Bor. Dortmund,2018/2019
21.0,20.0,11.736063,Nottingham Forest,Neco Williams,Right-Back,Liverpool,2022/2023
23.0,3.2,7.1464257,Sevilla FC,Vitolo,Left Winger,UD Las Palmas,2013/2014
21.0,0.3,2.0649254,FC Sochi,Moussa Sissako,Centre-Back,Standard Liège,2022/2023
23.0,5.7,3.9588497,Deportivo de La Coruña,Florin Andone,Centre-Forward,Córdoba CF,2016/2017
22.0,0.35,3.1461675,PEC Zwolle,Kenneth Paal,Left-Back,PSV Eindhoven,2019/2020
34.0,0.5,1.8897771,Bologna FC 1909,Sergio Floccari,Centre-Forward,Sassuolo,2015/2016
16.0,2.8,17.301704,Chelsea FC,Ethan Ampadu,Centre-Back,Exeter City,2017/2018
22.0,1.0,1.9084247,CF Os Belenenses,Deyverson,Centre-Forward,Benfica B,2013/2014
25.0,9.0,3.8303454,LOSC Lille,Thiago Mendes,Defensive Midfield,São Paulo,2017/2018
23.0,2.5,6.366706,SL Benfica,Jhonder Cádiz,Centre-Forward,Vitória Setúbal,2019/2020
20.0,1.25,3.5962164,FC Toulouse,Aaron Leya Iseka,Centre-Forward,RSC Anderlecht,2018/2019
23.0,1.5,1.4816076,Chievo Verona,Dejan Lazarevic,Right Winger,Genoa,2013/2014
22.0,8.0,11.228638,Borussia Mönchengladbach,Thorgan Hazard,Left Winger,Chelsea,2015/2016
19.0,13.0,9.308744,Southampton FC,Sékou Mara,Centre-Forward,G. Bordeaux,2022/2023
22.0,0.7,0.9706662,US Palermo,Achraf Lazaar,Left-Back,Varese,2014/2015
26.0,1.7,9.8372135,Swansea City,Marvin Emnes,Centre-Forward,Middlesbrough,2014/2015
27.0,2.0,3.4406145,SPAL,Bartosz Salamon,Centre-Back,Cagliari Calcio,2018/2019
29.0,4.0,7.4465933,SL Benfica,Lima,Centre-Forward,SC Braga,2012/2013
26.0,87.0,45.53703,Manchester United,Harry Maguire,Centre-Back,Leicester,2019/2020
19.0,27.0,19.757504,Tottenham Hotspur,Ryan Sessegnon,Left Midfield,Fulham,2019/2020
25.0,1.9,3.87405,Stade Rennais FC,Philipp Hosiner,Centre-Forward,Austria Vienna,2014/2015
22.0,5.0,4.652756,TSG 1899 Hoffenheim,Ozan Kabak,Centre-Back,FC Schalke 04,2022/2023
28.0,0.5,4.079602,Olympique Marseille,Samuel Gigot,Centre-Back,Spartak Moscow,2021/2022
27.0,3.8,7.0155554,Aston Villa,Ron Vlaar,Centre-Back,Feyenoord,2012/2013
20.0,2.5,5.7781105,Newcastle United,Massadio Haidara,Left-Back,AS Nancy,2012/2013
26.0,0.115,1.4636266,FC Sochi,Artem Makarchuk,Left-Back,Baltika,2021/2022
20.0,18.5,6.6832647,Newcastle United,Aleksandar Mitrović,Centre-Forward,RSC Anderlecht,2015/2016
24.0,3.3,2.7940204,Udinese Calcio,William Troost-Ekong,Centre-Back,Bursaspor,2018/2019
29.0,4.58,6.6199102,Parma Calcio 1913,Luigi Sepe,Goalkeeper,SSC Napoli,2020/2021
22.0,3.0,2.7221649,FK Rostov,Daniil Utkin,Central Midfield,Krasnodar,2022/2023
30.0,0.15,1.4476072,Fortuna Sittard,Ben Rienstra,Central Midfield,Kayserispor,2020/2021
24.0,4.0,5.0500584,FC Augsburg,Carlos Gruezo,Defensive Midfield,Dallas,2019/2020
25.0,42.95,27.864902,West Ham United,Lucas Paquetá,Attacking Midfield,Olympique Lyon,2022/2023
26.0,22.5,11.9368925,Everton FC,Cenk Tosun,Centre-Forward,Besiktas,2017/2018
27.0,0.1,2.9421117,Elche CF,Emiliano Rigoni,Right Winger,Zenit S-Pb,2020/2021
24.0,3.0,2.622011,FC Sochi,Elmir Nabiullin,Left-Back,Zenit S-Pb,2019/2020
23.0,0.32,7.6511636,Ajax Amsterdam,Tobias Sana,Left Winger,IFK Göteborg,2012/2013
21.0,7.0,2.4978535,OGC Nice,Jordan Lotomba,Right-Back,BSC Young Boys,2020/2021
23.0,30.0,62.14341,Real Madrid,Álvaro Morata,Centre-Forward,Juventus,2016/2017
27.0,0.3,3.671615,Hellas Verona,Davide Faraoni,Right-Back,Crotone,2019/2020
32.0,2.5,3.5464556,Torino FC,Cristian Ansaldi,Left-Back,Inter,2019/2020
29.0,2.0,2.4337647,FC Nantes,Nicolas Pallois,Centre-Back,G. Bordeaux,2017/2018
19.0,1.2,1.7277372,TSG 1899 Hoffenheim,Filip Malbasic,Right Winger,Rad,2012/2013
22.0,4.0,5.7816825,Valencia CF,Hugo Duro,Centre-Forward,Getafe,2022/2023
35.0,1.0,2.2071812,SPAL 2013,Marco Borriello,Centre-Forward,Cagliari Calcio,2017/2018
17.0,2.5,2.598173,VfB Stuttgart,Roberto Massimo,Right Midfield,Bielefeld U19,2018/2019
19.0,30.0,19.706076,Chelsea FC,Malo Gusto,Right-Back,Olympique Lyon,2022/2023
32.0,0.08,0.03397709,UD Almería,Diego Mariño,Goalkeeper,Sporting Gijón,2022/2023
26.0,3.5,9.092518,Valencia CF,Fernando Gago,Defensive Midfield,Real Madrid,2012/2013
26.0,27.5,21.871624,Paris Saint-Germain,Grzegorz Krychowiak,Defensive Midfield,Sevilla FC,2016/2017
26.0,2.5,2.0402052,Montpellier HSC,Benjamin Lecomte,Goalkeeper,FC Lorient,2017/2018
25.0,2.5,1.5781289,PSV Eindhoven,Przemyslaw Tyton,Goalkeeper,Roda JC,2012/2013
35.0,0.1,1.4062574,AC Cesena,Franco Brienza,Attacking Midfield,Atalanta BC,2014/2015
25.0,0.3,2.8226554,Levante UD,Xavi Torres,Defensive Midfield,Málaga CF,2012/2013
23.0,5.0,2.8579772,FC Lorient,Alain Traoré,Attacking Midfield,AJ Auxerre,2012/2013
27.0,8.0,2.3338568,TSG 1899 Hoffenheim,Havard Nordtveit,Centre-Back,West Ham,2017/2018
27.0,1.7,3.9266093,CA Osasuna,Sergio León,Centre-Forward,Elche CF,2016/2017
27.0,15.0,37.199314,Manchester United,Alex Telles,Left-Back,FC Porto,2020/2021
20.0,5.5,1.8539754,US Palermo,Andrea Belotti,Centre-Forward,UC AlbinoLeffe,2014/2015
21.0,3.0,32.835495,Chelsea FC,Christian Atsu,Left Winger,FC Porto,2013/2014
20.0,7.0,3.463176,FC Porto,Diego Reyes,Centre-Back,América,2013/2014
24.0,1.6,0.5536007,Parma FC,Andrea Rossini,Goalkeeper,Cesena,2014/2015
21.0,1.6,8.495481,West Ham United,Frederik Alves,Centre-Back,Silkeborg IF,2020/2021
20.0,1.5,1.4734985,Hannover 96,Marius Wolf,Right Winger,1860 Munich,2015/2016
28.0,1.0,1.6204803,FC Metz,Sergey Krivets,Attacking Midfield,BATE Borisov,2014/2015
23.0,1.0,1.0292101,FC Toulouse,François Moubandje,Left-Back,Servette FC,2013/2014
22.0,1.0,1.4607862,Granada CF,Rui Silva,Goalkeeper,Nacional,2016/2017
32.0,1.8,2.312795,Hellas Verona,Nikola Kalinic,Centre-Forward,Atlético Madrid,2020/2021
25.0,0.5,3.3376248,SM Caen,Baissama Sankoh,Defensive Midfield,Guingamp,2017/2018
23.0,0.4,2.2041042,Torpedo Moscow,Mario Curic,Defensive Midfield,HNK Sibenik,2022/2023
28.0,6.0,6.6652985,FC Internazionale,Matías Silvestre,Centre-Back,US Palermo,2013/2014
20.0,15.75,14.081207,Ajax Amsterdam,Antony,Right Winger,São Paulo,2020/2021
21.0,7.5,9.536359,Villarreal CF,Javi Ontiveros,Left Winger,Málaga CF,2019/2020
24.0,3.0,4.436623,US Sassuolo,Abdou Harroui,Central Midfield,Sparta R.,2022/2023
19.0,6.0,2.8378494,Bologna FC 1909,Andreas Skov Olsen,Right Midfield,Nordsjaelland,2019/2020
24.0,13.0,15.520526,Leeds United,Robin Koch,Centre-Back,SC Freiburg,2020/2021
22.0,2.0,1.9437467,FC Toulouse,Martin Braithwaite,Centre-Forward,Esbjerg fB,2013/2014
21.0,7.0,3.2388442,Lokomotiv Moscow,Konstantin Maradishvili,Defensive Midfield,CSKA Moscow,2021/2022
23.0,3.75,5.4033194,Aston Villa,Matthew Lowton,Right-Back,Sheff Utd,2012/2013
25.0,9.1,6.8517056,Huddersfield Town,Tom Ince,Right Winger,Derby,2017/2018
26.0,3.2,2.3418686,UC Sampdoria,Renan,Defensive Midfield,CFR Cluj,2012/2013
21.0,2.2,3.977321,1.FSV Mainz 05,Jairo Samperio,Left Winger,Sevilla FC,2014/2015
24.0,30.0,9.767208,Valencia CF,Rodrigo,Second Striker,Benfica,2015/2016
24.0,2.87,2.1548297,Sporting CP,Cristiano Piccini,Right-Back,Real Betis,2017/2018
19.0,1.18,5.1749887,Crystal Palace,Luke Plange,Centre-Forward,Derby,2021/2022
24.0,1.5,4.9637017,Spartak Moscow,Aleksandr Tashaev,Right Winger,Dinamo Moscow,2018/2019
20.0,7.75,2.7468603,Torino FC,Lyanco,Centre-Back,São Paulo,2017/2018
21.0,0.5,2.0242827,1.FC Nuremberg,Muhammed Ildiz,Central Midfield,Rapid Vienna,2012/2013
27.0,10.5,5.9559913,Real Betis Balompié,Marc Bartra,Centre-Back,Bor. Dortmund,2017/2018
23.0,65.0,28.090014,Manchester City,Aymeric Laporte,Centre-Back,Athletic,2017/2018
24.0,76.0,19.458467,Juventus FC,Arthur,Defensive Midfield,Barcelona,2020/2021
19.0,8.0,7.8275247,AS Monaco,Tiemoué Bakayoko,Defensive Midfield,Stade Rennais,2014/2015
20.0,3.0,3.2973106,Spartak Moscow,Daniil Khlusevich,Right Midfield,Arsenal Tula,2021/2022
23.0,0.8,1.7290268,SC Heerenveen,Jukka Raitala,Left-Back,TSG Hoffenheim,2012/2013
22.0,1.6,2.8293421,Dijon FCO,Nayef Aguerd,Centre-Back,FUS Rabat,2018/2019
21.0,0.5,9.933983,Atalanta BC,Gaetano Monachello,Centre-Forward,Monaco,2015/2016
22.0,0.16,2.1142766,VVV-Venlo,Kristopher Da Graca,Centre-Back,IFK Göteborg,2020/2021
25.0,4.0,10.378727,Arsenal FC,David Ospina,Goalkeeper,OGC Nice,2014/2015
29.0,3.3,3.4510748,SD Eibar,Quique González,Centre-Forward,Dep. La Coruña,2019/2020
24.0,6.5,4.132591,Torino FC,Antonio Sanabria,Centre-Forward,Real Betis,2020/2021
25.0,6.5,6.7361283,West Bromwich Albion,Matt Phillips,Right Winger,QPR,2016/2017
28.0,4.0,9.567358,Eintracht Frankfurt,Sebastian Rode,Central Midfield,Bor. Dortmund,2019/2020
20.0,1.0,2.0821245,FK Rostov,Magnus Knudsen,Central Midfield,Lillestrøm,2021/2022
18.0,1.25,4.578714,Borussia Mönchengladbach,Julio Villalba,Centre-Forward,Cerro Porteño,2016/2017
31.0,0.35,0.23868936,SC Freiburg,Sascha Riether,Right-Back,Fulham,2014/2015
24.0,3.5,5.3177466,Hellas Verona,Mariusz Stepinski,Centre-Forward,Chievo Verona,2019/2020
30.0,0.8,0.5978654,Torino FC,Cesare Bovo,Centre-Back,Genoa,2013/2014
25.0,0.64,3.439263,Stade Rennais FC,Kermit Erasmus,Centre-Forward,Orlando Pirates,2015/2016
24.0,3.65,2.7685812,AC Siena,Luís Neto,Centre-Back,Nacional,2012/2013
25.0,0.5,11.898547,Eintracht Frankfurt,Vadim Demidov,Centre-Back,Real Sociedad,2012/2013
19.0,60.0,45.53476,Manchester United,Anthony Martial,Centre-Forward,Monaco,2015/2016
17.0,20.0,15.904237,Bayern Munich,Mathys Tel,Centre-Forward,Stade Rennais,2022/2023
20.0,32.0,18.827433,Chelsea FC,Oscar,Attacking Midfield,Internacional,2012/2013
21.0,0.75,9.683126,FC Utrecht,Sébastien Haller,Centre-Forward,AJ Auxerre,2015/2016
31.0,1.0,0.26403704,Krylya Sovetov Samara,Benoît Angbwa,Right-Back,Rostov,2012/2013
22.0,0.165,2.9821575,SS Lazio,Andreas Karo,Centre-Back,Apol. Limassol,2019/2020
33.0,2.3,5.619648,Burnley FC,Jonathan Walters,Right Winger,Stoke City,2017/2018
29.0,0.25,2.912752,SM Caen,Malik Tchokounté,Centre-Forward,Paris FC,2018/2019
22.0,67.0,48.963406,Bayern Munich,Matthijs de Ligt,Centre-Back,Juventus,2022/2023
25.0,2.5,3.3656576,Hertha BSC,Julian Schieber,Centre-Forward,Bor. Dortmund,2014/2015
23.0,0.1,2.297993,NAC Breda,Menno Koch,Centre-Back,PSV Eindhoven,2017/2018
23.0,18.0,12.854873,Swansea City,Borja Bastón,Centre-Forward,Atlético Madrid,2016/2017
