age,Valore Reale,Valore Predetto,club_name,player_name,position,club_involved_name,season,Differenza
20.0,20.0,10.078294,AS Monaco,Geoffrey Kondogbia,Defensive Midfield,Sevilla FC,2013/2014,-9.921706
28.0,5.72,8.094629,Atalanta BC,Etrit Berisha,Goalkeeper,Lazio,2017/2018,2.3746289999999997
24.0,0.05,1.908719,SC Paderborn 07,Viktor Maier,Centre-Forward,SV Lippstadt 08,2014/2015,1.858719
24.0,57.37,55.857166,Manchester United,Lisandro Martínez,Centre-Back,Ajax,2022/2023,-1.512833999999998
23.0,2.5,8.044132,ACF Fiorentina,Sebastián Cristóforo,Central Midfield,Sevilla FC,2017/2018,5.544131999999999
24.0,3.0,7.634579,Juventus FC,Stefano Gori,Goalkeeper,AC Pisa,2020/2021,4.634579
24.0,0.4,5.314962,Delfino Pescara 1936,Stefano Pettinari,Centre-Forward,AS Roma,2016/2017,4.914962
20.0,0.001,3.7203374,Parma Calcio 1913,Abdou Diakhate,Central Midfield,Fiorentina U19,2018/2019,3.7193374
22.0,0.25,1.9396061,SPAL,Lorenzo Dickmann,Right-Back,Novara,2019/2020,1.6896061
20.0,8.5,10.779721,Bayern Munich,Joshua Kimmich,Defensive Midfield,VfB Stuttgart,2015/2016,2.2797210000000003
19.0,0.3,2.0579581,FK Rostov,Nikolay Poyarkov,Left-Back,Loko-Kazanka M.,2019/2020,1.7579581
28.0,11.0,5.7311816,Genoa CFC,Gianluca Lapadula,Centre-Forward,AC Milan,2018/2019,-5.2688184
21.0,0.8,2.8471413,US Palermo,Manuel Arteaga,Centre-Forward,Zulia FC,2015/2016,2.0471413
21.0,16.0,6.626372,Zenit St. Petersburg,Emanuel Mammana,Centre-Back,Olympique Lyon,2017/2018,-9.373628
19.0,1.5,2.2013097,OGC Nice,Bassem Srarfi,Right Winger,Club Africain,2016/2017,0.7013096999999999
25.0,1.2,4.568972,FC Toulouse,Tongo Doumbia,Defensive Midfield,Wolves,2014/2015,3.3689719999999994
18.0,1.5,0.3837622,Udinese Calcio,Melker Hallberg,Central Midfield,Kalmar FF,2014/2015,-1.1162378
28.0,11.7,9.149283,Fulham FC,Anthony Knockaert,Right Winger,Brighton,2020/2021,-2.550716999999999
19.0,26.5,5.8280854,FC Schalke 04,Breel Embolo,Centre-Forward,FC Basel,2016/2017,-20.6719146
23.0,40.0,7.0875134,Zenit St. Petersburg,Axel Witsel,Defensive Midfield,Benfica,2012/2013,-32.9124866
20.0,0.012,4.0790234,FK Rostov,Aleksandr Dolgov,Centre-Forward,Loko-Kazanka M.,2019/2020,4.0670234
28.0,21.2,16.670774,Atalanta BC,Luis Muriel,Centre-Forward,Sevilla FC,2019/2020,-4.529225999999998
18.0,0.25,2.81947,AS Roma,Tomas Svedkauskas,Goalkeeper,Suduva,2012/2013,2.56947
28.0,1.5,3.6792026,1.FSV Mainz 05,Dominik Kohr,Central Midfield,E. Frankfurt,2022/2023,2.1792026
20.0,14.0,7.54033,Southampton FC,Gavin Bazunu,Goalkeeper,Man City U21,2022/2023,-6.45967
22.0,39.0,27.181131,Chelsea FC,Michy Batshuayi,Centre-Forward,Marseille,2016/2017,-11.818869
22.0,4.0,3.4936743,FC Lorient,Jordan Ayew,Centre-Forward,Marseille,2014/2015,-0.5063257000000001
29.0,3.5,4.429189,Sevilla FC,Mariano,Right-Back,G. Bordeaux,2015/2016,0.929189
24.0,0.75,2.1905966,VfB Stuttgart,Philip Heise,Left-Back,1.FC Heidenheim,2015/2016,1.4405966000000001
25.0,0.9,1.5380663,Hellas Verona,Raphael Martinho,Left Midfield,Catania,2013/2014,0.6380663000000001
22.0,0.55,3.2236025,FC Groningen,Género Zeefuik,Centre-Forward,PSV Eindhoven,2012/2013,2.6736025000000003
21.0,5.0,6.673871,Real Betis Balompié,Dani Martín,Goalkeeper,Sporting Gijón,2019/2020,1.673871
19.0,2.3,0.08089742,Udinese Calcio,Douglas Santos,Left-Back,Granada CF,2013/2014,-2.21910258
20.0,15.25,4.6805186,Bayer 04 Leverkusen,Hakan Calhanoglu,Central Midfield,Hamburger SV,2014/2015,-10.5694814
21.0,1.0,9.549545,SSC Napoli,Michael Folorunsho,Central Midfield,V. Francavilla,2019/2020,8.549545
19.0,4.5,1.3089327,Udinese Calcio,Giuseppe Pezzella,Left-Back,US Palermo,2017/2018,-3.1910673000000003
22.0,11.5,2.1970735,Spartak Moscow,Quincy Promes,Left Winger,Twente FC,2014/2015,-9.3029265
31.0,1.5,5.629488,SSC Napoli,Emanuele Giaccherini,Left Midfield,Sunderland,2016/2017,4.129488
22.0,0.25,2.7971385,Vitória Guimarães SC,Matheus Índio,Defensive Midfield,Trofense,2022/2023,2.5471385
27.0,14.4,5.929592,AS Roma,Seydou Doumbia,Centre-Forward,CSKA Moscow,2014/2015,-8.470407999999999
26.0,3.9,3.543945,Hellas Verona,Adrien Tamèze,Defensive Midfield,OGC Nice,2020/2021,-0.356055
25.0,0.5,1.9560112,Terek Grozny,Odise Roshi,Right Winger,HNK Rijeka,2016/2017,1.4560112
22.0,0.05,2.801214,Gil Vicente FC,Juan Manuel Boselli,Right Winger,Tondela,2022/2023,2.751214
28.0,33.3,10.326364,AC Milan,Carlos Bacca,Centre-Forward,Sevilla FC,2015/2016,-22.973636
26.0,9.5,7.2386365,Sevilla FC,Ganso,Attacking Midfield,São Paulo,2016/2017,-2.2613635
22.0,86.0,29.94213,FC Barcelona,Frenkie de Jong,Central Midfield,Ajax,2019/2020,-56.05787
20.0,1.5,6.2921753,Atalanta BC,Rubén Bentancourt,Centre-Forward,PSV U21,2013/2014,4.7921753
20.0,10.0,5.9090977,Olympique Lyon,Pape Cheikh,Central Midfield,Celta de Vigo,2017/2018,-4.0909023
23.0,1.25,3.4019842,Nîmes Olympique,Moussa Koné,Centre-Forward,Dynamo Dresden,2019/2020,2.1519842
23.0,2.8,3.2186606,FC Toulouse,Christopher Jullien,Centre-Back,SC Freiburg,2016/2017,0.4186606000000004
18.0,35.0,29.713343,Bayern Munich,Renato Sanches,Central Midfield,Benfica,2016/2017,-5.286657000000002
20.0,8.0,20.901508,Liverpool FC,Luis Alberto,Central Midfield,Sevilla FC,2013/2014,12.901508
23.0,6.0,3.8831565,PSV Eindhoven,Joey Veerman,Central Midfield,Heerenveen,2021/2022,-2.1168435
23.0,0.5,1.8093182,UC Sampdoria,Mirko Eramo,Central Midfield,Crotone,2013/2014,1.3093182
24.0,0.6,12.802389,Atalanta BC,Viktor Kovalenko,Attacking Midfield,Shakhtar D.,2020/2021,12.202389
28.0,3.0,1.8109275,CD Leganés,Dimitrios Siovas,Centre-Back,Olympiacos,2017/2018,-1.1890725
24.0,0.38,0.849621,Terek Grozny,Zaurbek Pliev,Left-Back,Kairat Almaty,2015/2016,0.46962099999999996
28.0,2.5,4.6178536,Valencia CF,Dimitri Foulquier,Right-Back,Granada CF,2021/2022,2.1178536
28.0,113.0,41.70577,Chelsea FC,Romelu Lukaku,Centre-Forward,Inter,2021/2022,-71.29423
27.0,1.2,2.5108047,Celta de Vigo,Fabián Orellana,Right Winger,Granada CF,2012/2013,1.3108047
25.0,1.28,4.460167,Vitória Guimarães SC,João Carlos Teixeira,Attacking Midfield,FC Porto,2018/2019,3.180167
22.0,0.6,0.52589506,Twente Enschede FC,Kasper Kusk,Right Winger,Aalborg BK,2014/2015,-0.07410494000000001
22.0,0.7,5.9380007,US Sassuolo,Andrea Meroni,Centre-Back,AC Pisa,2019/2020,5.2380007
18.0,1.0,5.6943297,SV Werder Bremen,Romano Schmid,Attacking Midfield,RB Salzburg,2018/2019,4.6943297
21.0,1.8,1.7029606,AZ Alkmaar,Alireza Jahanbakhsh,Right Winger,NEC Nijmegen,2015/2016,-0.09703940000000011
26.0,0.5,1.7788928,Hellas Verona,Fabrizio Cacciatore,Right-Back,Sampdoria,2013/2014,1.2788928
28.0,2.0,2.7943938,Dynamo Moscow,Nicolas Moumi Ngamaleu,Left Winger,BSC Young Boys,2022/2023,0.7943937999999999
28.0,1.8,1.3304502,Cádiz CF,Jeremías Ledesma,Goalkeeper,Rosario Central,2021/2022,-0.4695498
25.0,0.182,1.354627,Tom Tomsk,Pavel Nekhaychik,Left Winger,BATE Borisov,2013/2014,1.172627
25.0,0.12,0.91481954,Roda JC Kerkrade,Ognjen Gnjatic,Defensive Midfield,Platanias,2016/2017,0.79481954
24.0,1.5,2.6543565,Nîmes Olympique,Patrick Burner,Right-Back,OGC Nice,2020/2021,1.1543565
23.0,0.285,1.2864002,SPAL 2013,Pa Konate,Left-Back,Malmö FF,2017/2018,1.0014002000000002
22.0,0.3,2.910654,FK Rostov,Eldor Shomurodov,Centre-Forward,Bunyodkor,2017/2018,2.6106540000000003
26.0,20.0,22.207798,RB Leipzig,Timo Werner,Centre-Forward,Chelsea,2022/2023,2.2077980000000004
23.0,12.5,7.7837396,Borussia Mönchengladbach,Jannik Vestergaard,Centre-Back,Werder Bremen,2016/2017,-4.7162604
20.0,0.8,2.6738293,US Lecce,Brayan Vera,Left-Back,Leones FC,2019/2020,1.8738293
19.0,2.5,1.3135356,Hellas Verona,Matteo Cancellieri,Right Winger,Roma U19,2021/2022,-1.1864644
25.0,0.2,4.0017715,SC Paderborn 07,Dennis Srbeny,Centre-Forward,Norwich,2019/2020,3.8017715
26.0,4.9,8.302399,Swansea City,Franck Tabanou,Left-Back,Saint-Étienne,2015/2016,3.402398999999999
22.0,0.135,2.9133964,VfL Bochum,Moritz Broschinski,Centre-Forward,B. Dortmund II,2022/2023,2.7783964
25.0,0.25,2.1282418,FK Khimki,Lachezar Kotev,Defensive Midfield,Arda Kardzhali,2022/2023,1.8782418
22.0,0.2,2.2190013,US Cremonese,Joshua Tenkorang,Central Midfield,Campobasso,2022/2023,2.0190012999999998
23.0,1.0,2.3212419,Boavista FC,Ibrahima,Defensive Midfield,Moreirense,2022/2023,1.3212419
23.0,10.5,4.2386527,SS Lazio,Denis Vavro,Centre-Back,FC Copenhagen,2019/2020,-6.2613473
28.0,0.15,3.813688,1.FC Union Berlin,Dominique Heintz,Centre-Back,SC Freiburg,2021/2022,3.663688
28.0,3.8,10.260153,Huddersfield Town,Laurent Depoitre,Centre-Forward,FC Porto,2017/2018,6.460153000000001
26.0,0.7,2.5938976,FK Rostov,Miha Mevlja,Centre-Back,FC Dinamo,2016/2017,1.8938976
18.0,1.9,2.1057138,Chelsea FC,Cristian Cuevas,Left-Back,O'Higgins,2013/2014,0.20571380000000028
23.0,6.5,4.4915667,Chievo Verona,Alberto Paloschi,Centre-Forward,Genoa,2012/2013,-2.0084333
24.0,12.0,6.785161,SPAL,Andrea Petagna,Centre-Forward,Atalanta BC,2019/2020,-5.214839
23.0,2.5,2.9772542,VfB Stuttgart,Chris Führich,Right Winger,SC Paderborn,2021/2022,0.47725419999999996
28.0,120.0,32.245995,FC Barcelona,Antoine Griezmann,Second Striker,Atlético Madrid,2019/2020,-87.754005
24.0,1.0,2.458461,Delfino Pescara 1936,Ahmad Benali,Central Midfield,US Palermo,2016/2017,1.4584609999999998
31.0,38.0,28.286863,Chelsea FC,Kalidou Koulibaly,Centre-Back,SSC Napoli,2022/2023,-9.713137
23.0,2.0,1.3867766,FK Krasnodar,Aleksandr Filtsov,Goalkeeper,Loko Moscow,2013/2014,-0.6132234000000001
24.0,1.2,2.7411647,CD Leganés,Mamadou Koné,Centre-Forward,Racing,2016/2017,1.5411647000000002
22.0,2.0,3.0615194,LOSC Lille,Ibrahim Amadou,Defensive Midfield,AS Nancy,2015/2016,1.0615194
22.0,0.7,1.9161164,Stade Reims,Thibault De Smet,Left-Back,Sint-Truiden,2020/2021,1.2161164
20.0,0.5,0.6299202,FC Groningen,Mimoun Mahi,Centre-Forward,Sparta R.,2014/2015,0.12992020000000004
18.0,0.59,6.2081275,SSC Napoli,Leandrinho,Left Winger,Ponte Preta,2016/2017,5.6181275
24.0,4.0,2.3398306,Parma FC,Dorlan Pabón,Right Winger,Atl. Nacional,2012/2013,-1.6601694
24.0,2.5,3.7476728,ESTAC Troyes,Rominigue Kouamé,Central Midfield,LOSC Lille,2021/2022,1.2476728000000001
25.0,2.0,4.2988377,FC Empoli,Nicolas Haas,Central Midfield,Atalanta BC,2021/2022,2.2988377
25.0,0.5,2.0944312,SC Heerenveen,Warner Hahn,Goalkeeper,Feyenoord,2017/2018,1.5944311999999998
27.0,1.2,1.7008647,CA Osasuna,Miguel de las Cuevas,Right Winger,Sporting Gijón,2013/2014,0.5008646999999999
25.0,8.0,9.308085,AC Milan,Kévin Constant,Central Midfield,Genoa,2012/2013,1.3080850000000002
21.0,16.0,3.8151903,US Sassuolo,Hamed Junior Traorè,Attacking Midfield,FC Empoli,2021/2022,-12.1848097
28.0,2.5,7.5080404,FC Augsburg,Florian Niederlechner,Centre-Forward,SC Freiburg,2019/2020,5.0080404
20.0,0.3,0.053727377,Heracles Almelo,Iliass Bel Hassani,Attacking Midfield,Sparta R.,2013/2014,-0.246272623
22.0,2.5,3.582293,Lokomotiv Moscow,Marko Rakonjac,Centre-Forward,Cukaricki,2022/2023,1.082293
23.0,0.325,1.6364725,Willem II Tilburg,Leeroy Owusu,Right-Back,De Graafschap,2020/2021,1.3114725
20.0,0.55,1.3404492,SC Heerenveen,Joey Veerman,Central Midfield,FC Volendam,2019/2020,0.7904491999999999
20.0,1.5,3.1173449,Feyenoord Rotterdam,Renato Tapia,Defensive Midfield,Twente FC,2015/2016,1.6173449
25.0,1.0,2.3712277,Dijon FCO,Alfred Gomis,Goalkeeper,SPAL,2019/2020,1.3712277
21.0,1.0,4.7135634,Celta de Vigo,Julen Lobete,Centre-Forward,Real Sociedad B,2022/2023,3.7135634
19.0,15.2,23.855066,Manchester City,Matija Nastasić,Centre-Back,Fiorentina,2012/2013,8.655066000000001
20.0,25.0,8.273449,Zenit St. Petersburg,Yuri Alberto,Centre-Forward,Internacional,2021/2022,-16.726551
28.0,8.0,4.288655,FK Krasnodar,Júnior Alonso,Centre-Back,Atlético-MG,2021/2022,-3.7113449999999997
21.0,0.5,2.8242564,Spezia Calcio,Leandro Sanca,Right Winger,Braga B,2021/2022,2.3242564
31.0,0.55,0.9330372,Vitesse Arnhem,Theo Janssen,Central Midfield,Ajax,2012/2013,0.38303719999999997
29.0,40.0,15.078026,FC Barcelona,Paulinho,Central Midfield,GZ Evergrande,2017/2018,-24.921974
22.0,0.5,2.6863437,FK Ufa,Vyacheslav Krotov,Centre-Forward,Spartak Moscow,2015/2016,2.1863437
22.0,3.0,7.155447,Stoke City,Brek Shea,Left Midfield,Dallas,2012/2013,4.155447
30.0,4.5,5.168639,Brighton & Hove Albion,Markus Suttner,Left-Back,FC Ingolstadt,2017/2018,0.6686389999999998
21.0,0.4,1.3404492,PEC Zwolle,Sam Kersten,Centre-Back,FC Den Bosch,2019/2020,0.9404491999999999
25.0,12.0,7.228874,Athletic Bilbao,Álex Berenguer,Right Winger,Torino,2020/2021,-4.771126
28.0,12.5,13.756726,Bayer 04 Leverkusen,Sven Bender,Defensive Midfield,Bor. Dortmund,2017/2018,1.2567260000000005
25.0,47.0,31.449154,Liverpool FC,Luis Díaz,Left Winger,FC Porto,2021/2022,-15.550846
24.0,0.11,1.1843351,Rotor Volgograd,Igor Obukhov,Goalkeeper,SKA Khabarovsk,2020/2021,1.0743350999999999
21.0,6.0,34.12669,Real Madrid,Casemiro,Defensive Midfield,São Paulo,2013/2014,28.126690000000004
27.0,0.6,2.7986615,Getafe CF,Leandro Cabrera,Centre-Back,Crotone,2018/2019,2.1986615
20.0,12.0,6.0028367,Olympique Marseille,Florian Thauvin,Right Winger,LOSC Lille,2013/2014,-5.9971633
20.0,3.6,4.1197295,Hull City,Andrew Robertson,Left-Back,Dundee United,2014/2015,0.5197295
21.0,0.5,2.6881328,FK Rostov,Ayaz Guliev,Central Midfield,Spartak 2,2018/2019,2.1881328
31.0,3.75,19.786688,Manchester City,Maicon,Right-Back,Inter,2012/2013,16.036688
21.0,5.0,4.5425153,1.FSV Mainz 05,Abdou Diallo,Centre-Back,Monaco,2017/2018,-0.4574847000000002
25.0,3.3,1.345519,Terek Grozny,Ismail Aissati,Attacking Midfield,Antalyaspor,2013/2014,-1.954481
26.0,5.6,6.568434,Swansea City,Leroy Fer,Defensive Midfield,QPR,2016/2017,0.9684340000000002
23.0,2.73,3.0041559,US Salernitana 1919,Mikael,Centre-Forward,Sport Recife,2022/2023,0.27415590000000023
21.0,0.5,0.53275806,Rayo Vallecano,Johan Mojica,Left-Back,Deportivo Cali,2014/2015,0.03275806000000003
26.0,24.5,11.405632,Sevilla FC,Luis Muriel,Centre-Forward,Sampdoria,2017/2018,-13.094368
27.0,0.5,2.827528,AS Nancy-Lorraine,Sergey Chernik,Goalkeeper,BATE Borisov,2016/2017,2.327528
22.0,2.0,4.25479,Angers SCO,Baptiste Guillaume,Centre-Forward,LOSC Lille,2017/2018,2.25479
23.0,3.0,2.4652925,FK Krasnodar,Kaio,Centre-Back,Santa Clara,2019/2020,-0.5347075000000001
22.0,0.55,0.9901155,Twente Enschede FC,Torgeir Börven,Centre-Forward,Vålerenga,2013/2014,0.4401155
22.0,3.2,13.213243,Eintracht Frankfurt,Haris Seferovic,Centre-Forward,Real Sociedad,2014/2015,10.013243
25.0,2.1,1.7356888,FC Toulouse,Óscar Trejo,Attacking Midfield,Sporting Gijón,2013/2014,-0.36431120000000017
25.0,1.5,3.6228387,RC Strasbourg Alsace,Idriss Saadi,Centre-Forward,Cardiff,2017/2018,2.1228387
21.0,5.0,3.016496,OGC Nice,Wylan Cyprien,Central Midfield,Lens,2016/2017,-1.983504
28.0,0.7,2.1912065,CA Osasuna,Jonás Ramalho,Centre-Back,Girona,2021/2022,1.4912064999999999
22.0,6.5,2.0330303,US Salernitana 1919,Éderson,Central Midfield,Corinthians,2021/2022,-4.4669697
23.0,32.0,36.582226,Real Madrid,Asier Illarramendi,Defensive Midfield,Real Sociedad,2013/2014,4.582225999999999
21.0,18.0,25.141045,RB Leipzig,Ademola Lookman,Left Winger,Everton,2019/2020,7.141044999999998
26.0,64.5,32.10114,Paris Saint-Germain,Edinson Cavani,Centre-Forward,SSC Napoli,2013/2014,-32.39886
22.0,11.3,10.0499325,Newcastle United,Jacob Murphy,Right Winger,Norwich,2017/2018,-1.2500675
22.0,3.0,3.3107128,Spezia Calcio,Dimitrios Nikolaou,Centre-Back,FC Empoli,2021/2022,0.3107128000000001
20.0,0.7,3.4657805,Bologna FC 1909,Lassi Lappalainen,Left Winger,HJK Helsinki,2019/2020,2.7657805
23.0,2.5,4.0536036,Rubin Kazan,In-beom Hwang,Central Midfield,Vancouver,2020/2021,1.5536035999999998
22.0,32.0,7.25377,Olympique Marseille,Vitinha,Centre-Forward,SC Braga,2022/2023,-24.74623
21.0,3.0,6.144671,SPAL,Igor,Centre-Back,RB Salzburg,2019/2020,3.1446709999999998
22.0,0.35,1.5721785,PEC Zwolle,Clint Leemans,Central Midfield,VVV-Venlo,2018/2019,1.2221785
18.0,0.25,4.1907835,Arsenal Tula,Lameck Banda,Right Winger,ZESCO United FC,2019/2020,3.9407835
18.0,8.5,8.252891,Manchester City,Filip Stevanovic,Left Winger,Partizan,2020/2021,-0.24710900000000002
29.0,0.5,4.5462856,SM Caen,Prince Oniangué,Defensive Midfield,Wolves,2018/2019,4.0462856
25.0,0.3,2.2922103,SC Braga,Tiago Esgaio,Right-Back,B SAD,2021/2022,1.9922102999999998
23.0,2.3,5.070507,SL Benfica,Guillermo Celis,Defensive Midfield,Junior FC,2016/2017,2.7705070000000003
26.0,1.5,1.1006593,Stade Reims,Eliran Atar,Left Winger,M. Tel Aviv,2013/2014,-0.3993407
21.0,4.0,6.384999,Stade Reims,Kaj Sierhuis,Centre-Forward,Ajax U21,2019/2020,2.3849989999999996
19.0,3.0,17.084488,Bayern Munich,Fiete Arp,Centre-Forward,Hamburger SV,2019/2020,14.084488
21.0,1.83,8.289978,Granada CF,Jhon Córdoba,Centre-Forward,Chiapas FC,2014/2015,6.4599779999999996
20.0,1.5,5.2097473,FC Internazionale,Francesco Bardi,Goalkeeper,AS Livorno,2012/2013,3.7097473
31.0,2.0,0.25322762,AC Cesena,Federico Agliardi,Goalkeeper,Bologna,2014/2015,-1.74677238
20.0,9.0,4.9249377,VfB Stuttgart,Pablo Maffeo,Right-Back,Man City,2018/2019,-4.0750623
19.0,7.5,2.2265255,Sporting CP,Ousmane Diomande,Centre-Back,FC Midtjylland,2022/2023,-5.2734745
29.0,1.0,1.5758936,Cagliari Calcio,Gregory van der Wiel,Right-Back,Fenerbahce,2017/2018,0.5758935999999999
25.0,0.75,2.2260303,SpVgg Greuther Fürth,Jeremy Dudziak,Attacking Midfield,Hamburger SV,2021/2022,1.4760303000000001
29.0,1.5,2.8542383,Spezia Calcio,Jeroen Zoet,Goalkeeper,PSV Eindhoven,2020/2021,1.3542383
27.0,15.0,7.4444976,Stade Rennais FC,Gaëtan Laborde,Centre-Forward,Montpellier,2021/2022,-7.5555024
25.0,4.0,2.6989732,Bologna FC 1909,Michel Aebischer,Central Midfield,BSC Young Boys,2022/2023,-1.3010267999999998
21.0,4.2,2.640041,Dynamo Moscow,Nicolás Marichal,Centre-Back,Nacional,2022/2023,-1.559959
22.0,2.0,7.4031067,Stade Rennais FC,Romain Del Castillo,Right Winger,Olympique Lyon,2018/2019,5.4031067
24.0,3.0,5.754701,AS Saint-Étienne,Léo Lacroix,Centre-Back,FC Sion,2016/2017,2.754701
27.0,0.3,1.0563289,FC Groningen,Andraz Kirm,Central Midfield,Wisla Kraków,2012/2013,0.7563289
21.0,60.0,45.30879,Manchester City,Erling Haaland,Centre-Forward,Bor. Dortmund,2022/2023,-14.691209999999998
22.0,1.0,7.7109404,LOSC Lille,Junior Tallo,Centre-Forward,AS Roma,2015/2016,6.7109404
21.0,0.75,1.6019927,AS Livorno,Saulo Decarli,Centre-Back,FC Chiasso,2013/2014,0.8519927
21.0,0.6,3.4720337,Feyenoord Rotterdam,Harmeet Singh,Central Midfield,Vålerenga,2012/2013,2.8720337
30.0,3.6,7.491033,Fulham FC,Bernd Leno,Goalkeeper,Arsenal,2022/2023,3.8910329999999997
22.0,0.5,1.1871766,FC Metz,Ferjani Sassi,Central Midfield,CS Sfaxien,2014/2015,0.6871765999999999
24.0,4.0,4.29526,Zenit St. Petersburg,Daler Kuzyaev,Central Midfield,Akhmat Grozny,2017/2018,0.29525999999999986
29.0,12.0,7.4714265,Lokomotiv Moscow,Grzegorz Krychowiak,Defensive Midfield,Paris SG,2019/2020,-4.5285735
20.0,1.5,5.5387926,AS Roma,Giammario Piscitella,Left Winger,Pescara,2013/2014,4.0387926
29.0,0.6,0.8726799,FC Nantes,Oswaldo Vizcarrondo,Centre-Back,América,2013/2014,0.2726799
27.0,11.9,5.99775,UC Sampdoria,Manolo Gabbiadini,Centre-Forward,Southampton,2018/2019,-5.90225
21.0,0.4,4.646699,SL Benfica,Pedro Nuno,Left Winger,Coimbra,2016/2017,4.246699
24.0,4.0,3.0041559,Hertha BSC,Wilfried Kanga,Centre-Forward,BSC Young Boys,2022/2023,-0.9958440999999998
20.0,10.0,4.4860053,OGC Nice,Allan Saint-Maximin,Left Winger,Monaco,2017/2018,-5.5139947
20.0,5.0,13.197279,Inter Milan,Federico Dimarco,Centre-Back,FC Sion,2018/2019,8.197279
29.0,7.0,2.4734926,Dinamo Moscow,Mathieu Valbuena,Attacking Midfield,Marseille,2014/2015,-4.5265074
27.0,0.25,1.7303338,Anzhi Makhachkala ( -2022),Ivan Maevskiy,Defensive Midfield,Zawisza,2015/2016,1.4803338
25.0,4.0,3.7835646,SD Eibar,Paulo Oliveira,Centre-Back,Sporting CP,2017/2018,-0.21643539999999994
18.0,3.0,1.0538183,Hamburger SV,Rick van Drongelen,Centre-Back,Sparta R.,2017/2018,-1.9461817
23.0,0.5,2.6700077,Eintracht Frankfurt,Marius Wolf,Right Winger,Hannover 96,2018/2019,2.1700077
26.0,10.5,10.673796,Queens Park Rangers,Loïc Rémy,Centre-Forward,Marseille,2012/2013,0.1737959999999994
27.0,1.5,2.0234268,SD Eibar,Alejandro Gálvez,Centre-Back,Werder Bremen,2016/2017,0.5234268000000002
22.0,20.0,11.458392,AC Milan,Mario Balotelli,Centre-Forward,Man City,2012/2013,-8.541608
25.0,16.6,17.587084,Tottenham Hotspur,Pierre-Emile Höjbjerg,Central Midfield,Southampton,2020/2021,0.9870839999999994
22.0,0.3,1.5617901,AC Cesena,Zé Eduardo,Defensive Midfield,Parma,2014/2015,1.2617901
22.0,0.168,2.8074856,FK Rostov,Roman Tugarev,Left Winger,Loko Moscow,2020/2021,2.6394856
18.0,1.7,4.688743,Watford FC,Ben Wilmot,Centre-Back,Stevenage,2018/2019,2.9887429999999995
25.0,5.3,9.5870285,AC Milan,Giacomo Bonaventura,Central Midfield,Atalanta BC,2014/2015,4.287028500000001
29.0,2.5,6.8391323,Huddersfield Town,Jonas Lössl,Goalkeeper,1.FSV Mainz 05,2018/2019,4.3391323
25.0,2.5,3.21004,Amiens SC,Eddy Gnahoré,Central Midfield,Palermo,2019/2020,0.7100399999999998
25.0,19.0,11.789185,AC Milan,Diego Laxalt,Left-Back,Genoa,2018/2019,-7.210815
31.0,11.3,28.068249,Arsenal FC,Jorginho,Defensive Midfield,Chelsea,2022/2023,16.768249
27.0,11.7,7.9050636,Ajax Amsterdam,Davy Klaassen,Attacking Midfield,Werder Bremen,2020/2021,-3.794936399999999
27.0,6.0,6.765811,SL Benfica,Soualiho Meïté,Central Midfield,Torino,2021/2022,0.7658110000000002
31.0,1.0,1.2300867,Cádiz CF,Rubén Alcaraz,Central Midfield,Real Valladolid,2022/2023,0.23008669999999998
21.0,0.3,2.9529312,Villarreal CF,Aleksandar Pantic,Centre-Back,Red Star,2013/2014,2.6529312000000003
31.0,0.75,5.578649,Spartak Moscow,João Carlos,Centre-Back,Anzhi,2013/2014,4.828649
20.0,17.0,10.150895,AS Monaco,Myron Boadu,Centre-Forward,AZ Alkmaar,2021/2022,-6.849105
21.0,3.5,2.4344773,RC Lens,Facundo Medina,Centre-Back,CA Talleres,2020/2021,-1.0655226999999998
24.0,46.5,24.646723,Liverpool FC,Christian Benteke,Centre-Forward,Aston Villa,2015/2016,-21.853277
30.0,2.0,5.2116265,Atalanta BC,Mauricio Pinilla,Centre-Forward,Genoa,2015/2016,3.2116265000000004
27.0,6.7,8.600791,Swansea City,Éder,Centre-Forward,SC Braga,2015/2016,1.900790999999999
19.0,1.0,5.796173,UC Sampdoria,Matteo Stoppa,Second Striker,Juventus,2020/2021,4.796173
22.0,4.0,3.0997648,FC Lorient,Ibrahima Koné,Centre-Forward,Sarpsborg 08,2021/2022,-0.9002352
24.0,0.25,1.7394419,Anzhi Makhachkala ( -2022),Bernard Berisha,Left Winger,KF Skënderbeu,2015/2016,1.4894419
20.0,7.1,3.3431745,UC Sampdoria,Ronaldo Vieira,Central Midfield,Leeds,2018/2019,-3.7568254999999997
26.0,35.0,20.87571,Real Madrid,Thibaut Courtois,Goalkeeper,Chelsea,2018/2019,-14.124289999999998
25.0,4.0,3.7374406,Hellas Verona,Giangiacomo Magnani,Centre-Back,Sassuolo,2021/2022,-0.2625594000000002
18.0,4.5,11.267155,AS Roma,Nicolò Zaniolo,Right Winger,Inter,2018/2019,6.767155000000001
26.0,4.5,9.268379,SC Freiburg,Daniel-Kofi Kyereh,Attacking Midfield,FC St. Pauli,2022/2023,4.7683789999999995
23.0,3.0,4.101504,FC Nantes,Lucas Evangelista,Central Midfield,Udinese Calcio,2018/2019,1.1015040000000003
26.0,8.0,2.7101586,Spartak Moscow,Denis Glushakov,Central Midfield,Loko Moscow,2013/2014,-5.2898414
23.0,5.0,7.517271,Real Sociedad,Juanmi,Left Winger,Southampton,2016/2017,2.517271
